UPC,ISRC,Store,Store service,Sales/streams,Gross Royalties (USD)
628810943173,CALVP1951456,Yandex,Streaming,302,0.5804383048919129906049031013
672985861015,CAENV2106588,OK.ru,OK.ru,1,0.0002722025632897751645201452
672985882980,CAENV2119873,Tidal,Tidal,173,1.0315972237921711154659580335
628810560851,QM24S1826608,QQMusic,Streaming,317947,194.1617908658605497686594586156
628810629831,CAGOO1993534,Tidal,Tidal,34,0.2451349413951710144317528903
672985007505,CALVP2020125,Pandora,Pandora,215,1.2257733639479772067917442831
628810842995,CALVP1902123,QQMusic,Streaming,936,0.7907646827180689119919386734
692531193681,CAGOO2193164,Pandora,Pandora,4,0.0179752650486606277755684251
628810612284,CAGOO1984027,GooglePlay,Google Play Locker,78,0.0225138679039635282670739868
,CACWV2110484,ITunes,Apple Music,897,4.7341637126669956411555766281
692531247810,CACWV2122094,TikTok,Streaming,13,0.0227356137553058744121021439
672985702912,CAHQJ2106266,Amazon,Music Premium Service,17,0.2438190448767647687489710211
,CAGOO1984027,ITunes,iTunes Store,33,21.9122380707592839739322442945
628810561810,QM24S1919430,Xiami,Xiami,1,0.0031583915540925695864753078
672985581159,CAGOO2057827,BOOM App UMA,BOOM App UMA,36,0.0358981089941503121816391342
672985453845,CAENV2080948,OK.ru,OK.ru,148,0.0167467898163388334085940964
,QM24S1916116,ITunes,iTunes Store,14,3.8685762164655842604782282341
628810561513,QM24S1915972,QQMusic,Streaming,258,0.1504900368505043083597648708
672985581159,CAGOO2057827,Deezer,Deezer,357,1.9275845747610512984570013785
628810561810,QM24S1919430,KKBox,Kkbox,3,0.0178366606796973772363015541
628810612284,CAGOO1984027,Kuwo,Streaming,1,0.0001521332065661061050354316
692531149893,CAGOO2169181,YouTube,Content ID,45,0.0633776149572985564252231827
628810560875,QM24S1904071,TikTok,Streaming,1,0.0022693188092457858143386447
628810742264,CAHQJ1951349,Amazon,Digital Music Store,3,2.0975415626536591042351808041
672985383128,CAENV2038021,VKontakte,VKontakte,749,0.0808759782922623259196153827
628810842995,CALVP1902123,YouTube,Content ID,2777,7.9925618590395572719112295619
692531033765,CAGOO2106771,OK.ru,OK.ru,3,0.0009562945646456149273547329
628810560875,QM24S1904071,Resso,Streaming,25,0.0254089634192026588244641294
628810699889,CAHQJ1930439,Rhapsody,Streaming,23,0.0855655240956441554741422858
628810933068,CALVP1946334,TDC Play Musik,Streaming,114,0.6873268881778730887973740962
672985637429,CAGOO2091608,Deezer,Deezer,97,0.2342752348426801159355975145
672985598324,CAGOO2068468,Anghami,Streaming,59,0.0248064007864029070462102885
692531149893,CAGOO2169181,Spotify,Spotify,24060,53.3928447802608680677340960161
628810560813,QM24S1906868,GooglePlay,Google Play Locker,10,0.0031355076456211625676694568
628810477371,CAGOO1916989,YouTube,Content ID,369,0.9128799565367424597323151316
672985631182,USLZJ1888276,VKontakte,VKontakte,7586677,1852.6570508987148272547436665510
672985397491,CAENV2043858,VKontakte,VKontakte,28001,4.5756291355175339983133501665
672985954885,CAHQJ2165143,Deezer,Deezer,4,0.0221688942356230596711459156
672985069411,CALVP2053160,Pandora,Pandora,4,0.0130902473041722703842507885
628810933068,CALVP1946334,Yandex,Streaming,70,0.0707712345259625211524321689
672985007505,CALVP2020125,Line,Streaming,51,0.5330988725138840847411829201
672985020382,CALVP2025588,OK.ru,OK.ru,5,0.0000556263208734982625449927
672985850156,CAHQJ2197917,Amazon,Music Premium Service,22,0.0773458642901484971273235153
,CACWV2000320,ITunes,Apple Music,634,3.4757640165057164387398560898
,CAENV2164646,ITunes,iTunes Match,4,0.0059720365266470575510095525
672985598324,CAGOO2068468,Boomplay,Streaming,1,0.0002901701527389495853717059
672985477858,CAENV2095149,QQMusic,Streaming,2,0.0014306046421173263674843186
672985770416,CAHQJ2147168,Anghami,Streaming,8,0.0039825953406626488360994102
692531021106,CAGOO2100165,Saavn,Saavn,1,0.0014251725305626943166018085
672985770416,CAHQJ2147168,Spotify,Spotify,122939,326.3992254045770490116078821551
628810561544,QM24S1920887,Amazon,Music Premium Service,9,0.0728228900094318967984108584
672985007505,CALVP2020125,QQMusic,Streaming,292,0.2327674339727272522622765131
692531021106,CAGOO2100165,Yandex,Streaming,6,0.0093970881709817503340376978
628810943173,CALVP1951456,Amazon,Music Premium Service,336,3.8873376755043164856389819623
672985722880,CAHQJ2117718,Resso,Streaming,851,0.7419337940162309759132578362
672985974739,CAENV2176626,QQMusic,Streaming,443,0.5025531297764278699912541956
672985722880,CAHQJ2117718,TikTok,Streaming,1764,3.5865722546373281177046190766
672985545014,CAGOO2036067,VKontakte,VKontakte,342,0.0530336223077612652926051511
672985083943,CALVP2062669,KKBox,Kkbox,2,0.0073360083779257867185669054
672985882980,CAENV2119873,Netease,Netease,347,0.3875239760245494663812705730
,CAGOO2193164,ITunes,Apple Music,628,4.1529376643956200420489664585
672985382947,CAENV2037872,Saavn,Saavn,121,0.2579418893282744548618197287
672985183742,CACWV2018984,TikTok,Streaming,35,0.0566426876096434831711024779
672985020382,CALVP2025588,VKontakte,VKontakte,13361,1.0579321776991123457332704977
628810534425,QM24S1825227,AWA,Awa,1,0.0105826202907302183475224804
628810965274,CALVP2002252,Line,Streaming,3,0.0338741619394272693162813007
628810561513,QM24S1915972,GooglePlay,Google Play Download Store,1,0.6746096397632821646704917624
672985007505,CALVP2020125,Anghami,Streaming,81,0.0749080492536663108800030856
628810561858,QM24S1913190,AWA,Awa,35,0.2644824493774281401125595865
672985740426,CAHQJ2128297,QQMusic,Streaming,131,0.1030036729449489446272903528
,QM24S1832184,ITunes,iTunes Store,522,356.1183147937281993123745274794
628810742264,CAHQJ1951349,YouTube,Streaming,12137,77.2223607596580795198632756426
672985545014,CAGOO2036067,Netease,Netease,273,0.1854394459969766146985866028
628810477371,CAGOO1916989,TDC Play Musik,Streaming,50,0.3408733829936019427648300765
672985183742,CACWV2018984,Pandora,Pandora,5,0.0192470598523528098585711955
628810528974,CAGOO1942139,Line,Streaming,2794,24.2712868979895314318928395296
,CALVP2025588,ITunes,iTunes Store,27,18.8110683693649791363046327867
672985105386,CALVP2073121,Amazon,Digital Music Store,1,0.6965695605693706448656356068
672985102477,CALVP2073075,Line,Streaming,9,0.0452796311850524962854172023
672985781016,CAHQJ2153230,Tidal,Tidal,72,0.4419956320850124456643832126
672985083943,CALVP2062669,GooglePlay,Google Play Music Streaming,1017,5.7673861232655313358274768417
692531064653,CAGOO2122549,Line,Streaming,10,0.0732348502030117661843944892
,CALVP1946334,ITunes,iTunes Store,4,3.0445681707990525646522150931
672985861015,CAENV2106588,Spotify,Spotify,110406,290.1450306821291200818175854867
628810561858,QM24S1913190,Deezer,Deezer,533,1.9515654483516707431347800098
,CAGOO2136880,ITunes,iTunes Match,2,0.0020246798476041251966630858
672985261242,CACWV2063398,KKBox,Kkbox,3,0.0134228358755014598173875980
692531080790,CAGOO2132230,Resso,Streaming,17,0.0206920931043524426495943828
672985631182,USLZJ1888276,Yandex,Streaming,3050305,5206.9915820279998729625254309752
628810560851,QM24S1826608,AWA,Awa,501,4.9066346960003371552443639604
672985705159,CAHQJ2107431,YouTube,Content ID,302,0.6288500623811941173584159439
,CAHQJ2165143,ITunes,Apple Music,717,3.8439780845918372808908053468
672985083943,CALVP2062669,Xiami,Xiami,136,0.0534683622925638125972651855
628810560806,QM24S1832184,OK.ru,OK.ru,2716,0.2625422248281551620240579380
672985929517,CAENV2149514,Kuwo,Streaming,10,0.0057557269049336194221411651
628810534357,QM24S1820062,BOOM App UMA,BOOM App UMA,4761,5.2264492590435192548872638913
,CALVP2062669,ITunes,Apple Music,14912,86.1096140844810226072598388466
672985850156,CAHQJ2197917,VKontakte,VKontakte,103,0.0293683741666903595410769576
672985705159,CAHQJ2107431,Anghami,Streaming,3,0.0092050843328747062716982006
672985491366,CAGOO2006319,TikTok,Streaming,54,0.0935460615492595852380411516
672985453845,CAENV2080948,Spotify,Spotify,40325,108.9582536312901853600737003566
,CAGOO2091608,ITunes,Apple Music,1538,9.8633026630447465067102078440
628810528974,CAGOO1942139,MediaNet,Streaming,1,0.0013839366731051132692350302
672985453845,CAENV2080948,YouTube,Content ID,731,1.4154466327140004208058257287
,CAGOO2074915,ITunes,Apple Music,2306,10.6496439752924371218353828764
672985740426,CAHQJ2128297,Tidal,Tidal,11,0.0503275378419061696941647583
672985702912,CAHQJ2106266,Deezer,Deezer,233,0.8607500353362068889756365134
672985151543,CACWV2000320,Kugou,Streaming,1,0.0011252517067123268953243943
672985581159,CAGOO2057827,Saavn,Saavn,21,0.0276370916415441875571667895
,CAGOO2006319,ITunes,iTunes Store,20,13.6103368167931751606175005928
672985477858,CAENV2095149,Amazon,Digital Music Store,1,0.6995760487395020558409338842
672985912496,CAENV2139579,YouTube,Content ID,5,0.0141843576243557378471863879
672985781016,CAHQJ2153230,Anghami,Streaming,184,0.2232714964143967302506570259
672985954885,CAHQJ2165143,YouTube,Streaming,1,0.0027251534128368569378209149
692531193681,CAGOO2193164,QQMusic,Streaming,10,0.0101345211414557704371638991
,CAGOO2091608,ITunes,iTunes Store,3,2.5854401978695678044491662923
672985453845,CAENV2080948,Anghami,Streaming,66,0.1541990693142900865339640577
672985799073,CAHQJ2165143,YouTube,Content ID,28,0.0398937232973314988466588945
672985609693,CAGOO2074915,Amazon,Music Premium Service,1264,26.4740032617044000046651638743
628810742141,CAHQJ1951322,Kugou,Streaming,504,0.1400132661673280135846669999
628810534333,QM24S1910617,Resso,Streaming,162,0.0464533568473612176050357262
,CAGOO2122549,ITunes,Apple Music,351,1.7121101490621862993500536954
,CAENV2043858,ITunes,iTunes Store,7,3.4474867131878955158813204009
628810560806,QM24S1832184,YouTube,Content ID,938356,907.5902282953143238377588512420
672985151543,CACWV2000320,Deezer,Deezer,290,1.0471173822796643030331006385
672985370258,CAENV2030178,GooglePlay,Google Play Locker,19,0.0018501608803886613003086012
628810560875,QM24S1904071,Rhapsody,Streaming,1,0.0043886265237069251344367820
628810561810,QM24S1919430,Yandex,Streaming,100,0.1577018054638300000112604061
672985105386,CALVP2073121,Boomplay,Streaming,12,0.0035690117867468303621361594
628810561544,QM24S1920887,YouTube,Streaming,191,0.9506215602962592252489190543
672985477858,CAENV2095149,Boomplay,Streaming,6,0.0017762702250234446897657652
628810560806,QM24S1832184,KKBox,Kkbox,292,1.1485831200798644279456899338
,QM24S1919430,ITunes,iTunes Store,2,1.4965436882968453350908427866
672985722880,CAHQJ2117718,QQMusic,Streaming,319480,243.3956545402852309496894007819
628810534425,QM24S1825227,GooglePlay,Google Play Music Streaming,219,1.2536417650372171503765196804
672985508989,CAGOO2015895,Saavn,Saavn,30,0.0518921628493126761961984430
628810612284,CAGOO1984027,Xiami,Xiami,11,0.0014881504979274297328207220
672985598324,CAGOO2068468,Tidal,Tidal,9,0.0556469837190575580654890998
672985829381,CAHQJ2184062,Resso,Streaming,50,0.0357069251178092409990835024
,CALVP1934369,ITunes,iTunes Store,39,26.8455839708509457645414394892
672985799073,CAHQJ2165143,BOOM App UMA,BOOM App UMA,83,0.0908445222371116797076216204
672985477858,CAENV2095149,Tidal,Tidal,37,0.1578420270709995866441167358
628810534401,QM24S1831517,Xiami,Xiami,1,0.0001388614624832108665479750
672985382008,CAENV2037366,Netease,Netease,1162,0.4612793548552931196157789226
692531089960,CAGOO2136880,VKontakte,VKontakte,17,0.0053474538645181480367558884
672985954885,CAENV2164647,Kuwo,Streaming,1,0.0001521332696145638265236843
672985083943,CALVP2062669,YouTube,Content ID,10407,12.5721188854696650146040856064
,CACWV2063398,ITunes,iTunes Store,17,7.8520536356787289183546028934
692531064653,CAGOO2122549,TikTok,Streaming,5,0.0110930581994130363208021116
628810742264,CAHQJ1951349,Pandora,Pandora,224,0.9847932214500786195605381463
672985912496,CAENV2139579,Resso,Streaming,12,0.0107817879132172232904078562
672985383128,CAENV2038021,KKBox,Kkbox,1,0.0040637344851907168775473486
,CAGOO2193164,ITunes,iTunes Store,1,0.6494309683852223693032371194
672985383128,CAENV2038021,Amazon,Music Premium Service,31,0.3267573315924597445249033444
628810534357,QM24S1820062,Spotify,Spotify,3742,10.8850704299816567758305471149
672985631182,USLZJ1888276,Deezer,Deezer,365935,1499.5470047942436542805675229038
,CAENV2038021,ITunes,Apple Music,1160,8.3493308111600938360635316303
672985261242,CACWV2063398,Xiami,Xiami,12,0.0169318854910389515266606299
672985722880,CAHQJ2117718,Netease,Netease,1033449,697.0401183798559053330410608824
,CAGOO2057827,ITunes,iTunes Match,5,0.0029358103445097203014112918
672985740426,CAHQJ2128297,Line,Streaming,3,0.0273995136530768764827621019
672985609693,CAGOO2074915,QQMusic,Streaming,8,0.0082268640310122250637519027
628810534357,QM24S1820062,Amazon,Music Premium Service,10,0.1074226507356337446752549048
672985781016,CAHQJ2153230,YouTube,Content ID,892,1.2990348458424232256326711293
672985954885,CAENV2164647,Amazon,Music Premium Service,1,0.0013957689129619734598498687
,CAENV2037872,ITunes,iTunes Store,1,0.7000000000000000000000000000
672985631182,USLZJ1888276,Anghami,Streaming,16474,18.6415751709575426291482179651
628810560875,QM24S1904071,Amazon,Music Premium Service,2,0.0154603804253232342509795860
628810560875,QM24S1904071,Kuwo,Streaming,13,0.0109621972605980732149670514
672985929517,CAENV2149514,Saavn,Saavn,1,0.0014251725305626943166018085
672985799073,CAHQJ2165143,YouTube,Streaming,18,0.1014442108751550925074751902
628810528974,CAGOO1942139,YouTube,Streaming,18933,108.0682417917497333565324606559
692531225290,CACWV2110484,TikTok,Streaming,1,0.0017488933354850633548938663
672985559677,CAGOO2044001,Pandora,Pandora,3,0.0035358988207196372892621311
628810560806,QM24S1832184,TDC Play Musik,Streaming,1013,6.3560628695516850001060294599
,CALVP2062669,ITunes,iTunes Store,18,12.3005022721345867840976210003
628810561858,QM24S1913190,Amazon,Digital Music Store,1,0.6984598753525785353561281560
628810534425,QM24S1825227,Line,Streaming,29,0.1058199019350940782531554909
672985105386,CALVP2073121,Resso,Streaming,6,0.0064992096944464002878467532
628810534425,QM24S1825227,Yandex,Streaming,65,0.0753092568342962200176221199
,QM24S1820062,ITunes,Apple Music,784,2.8471915123709860691533495732
672985637429,CAGOO2091608,Line,Streaming,30,0.1603507239850611249496823186
628810528974,CAGOO1942139,Resso,Streaming,2914,3.0610656048454322265940150167
672985770416,CAHQJ2147168,Netease,Netease,68278,40.9506314720131458944711760370
628810560851,QM24S1826608,Kugou,Streaming,170843,69.6378333756300682893920137047
628810909476,CALVP1934369,Anghami,Streaming,295,0.3022006785666528017819343647
672985491366,CAGOO2006319,Pandora,Pandora,4,0.0159518033643990988680062936
672985722880,CAHQJ2117718,Pandora,Pandora,826,3.2016923383344035065390122035
672985453845,CAENV2080948,Kuwo,Streaming,6,0.0009127993356554239948927700
,CAENV2164646,ITunes,iTunes Store,1,0.7000000000000000000000000000
628810560813,QM24S1906868,Resso,Streaming,53,0.0582196412256922855295299026
628810629831,CAGOO1993534,GooglePlay,Google Play Music Streaming,57,0.4052481411560546366384926112
672985453845,CAENV2080948,Line,Streaming,131,0.6530727499840791309134697210
672985261242,CACWV2063398,Line,Streaming,2,0.0101319405671685999965247348
672985151543,CACWV2000320,SoundtrackYourBrand,Streaming,1,0.0021444468192161885163990912
628810699889,CAHQJ1930439,GooglePlay,Google Play Locker,10,0.0020459370996985326531254599
,QM24S1820062,ITunes,iTunes Store,6,2.9881232660132222864259949796
628810528974,CAGOO1942139,Anghami,Streaming,478,0.4460983742820799961238607887
628810965274,CALVP2002252,Tidal,Tidal,892,4.3197655725433396972179422861
628810560851,QM24S1826608,VKontakte,VKontakte,20723,2.5517467585671962944050527402
672985093942,CALVP2068437,AWA,Awa,472,4.7219570232678392713599186205
,CAENV2164646,ITunes,Apple Music,198,1.1536741129943922342384609066
628810933068,CALVP1946334,QQMusic,Streaming,360,0.3552342573494726785429711580
628810943173,CALVP1951456,AWA,Awa,1,0.0065626170735491039436308267
,CALVP1902123,ITunes,Apple Music,38060,229.7090070722513614046684049796
,QM24S1832184,ITunes,Apple Music,263092,1552.9186826679819415390979202949
,CAENV2139579,ITunes,iTunes Store,1,0.7000000000000000000000000000
672985545014,CAGOO2036067,Tidal,Tidal,50,0.0911373592581914713299924026
628810561858,QM24S1913190,Anghami,Streaming,11,0.0142414025809302212725364811
628810534333,QM24S1910617,IMusica,Streaming,1,0.0038478658553566282239955343
672985740426,CAHQJ2128297,Amazon,Music Premium Service,29,0.1073864483285616574391625909
628810846559,CALVP1903197,VKontakte,VKontakte,650595,116.6328279801720229336276692849
672985678217,CAHQJ2016754,VKontakte,VKontakte,200,0.0510079274833684172489816171
628810612284,CAGOO1984027,Saavn,Saavn,36,0.0480735076107018043249714024
,CAENV2164647,ITunes,iTunes Store,2,1.4000000000000000000000000000
628810560806,QM24S1832184,IHeartRadio,IHeartRadio,93,1.3682233363198593853386230104
692531160546,CAGOO2175180,Deezer,Deezer,19,0.1185119949574256391285561277
672985702912,CAHQJ2106266,TikTok,Streaming,3,0.0043418032372601944579222135
628810742264,CAHQJ1951349,Amazon,Music Premium Service,4148,51.2396513717910620677413106926
692531033765,CAGOO2106771,YouTube,Streaming,2702,16.7680692202279261355321911847
672985151543,CACWV2000320,Spotify,Spotify,114531,269.5169409958542388329102927699
628810561513,QM24S1915972,AWA,Awa,6,0.0222494102642390130036992906
628810742264,CAHQJ1951349,YouTube,Content ID,3351,6.9780333217651336942745507738
,QM24S1915972,ITunes,iTunes Store,1,0.7223058265825995629870887631
628810561858,QM24S1913190,Amazon,Music Premium Service,85,1.5949486009904187110592875038
628810534357,QM24S1820062,Kugou,Streaming,3,0.0004114349454408772151397824
,CALVP2002252,ITunes,iTunes Match,92,0.0622185519848061472458485221
672985974739,CAENV2176626,Deezer,Deezer,554,1.4708582830631591926747452608
672985151543,CACWV2000320,OK.ru,OK.ru,91,0.0050398521460555861294750617
628810699889,CAHQJ1930439,Anghami,Streaming,20,0.0310231030765002962739168074
628810909476,CALVP1934369,MediaNet,Streaming,29,0.0621325814639671238799311022
672985678217,CAHQJ2016754,Amazon,Music Premium Service,67,0.6170961645350158196185411193
672985705159,CAHQJ2107431,TikTok,Streaming,77,0.1552852660183014613350123490
628810528974,CAGOO1942139,VKontakte,VKontakte,23040,3.2935346471353340216330124396
672985183742,CACWV2018984,MediaNet,Streaming,8,0.0169199589358628994537719838
628810561858,QM24S1913190,YouTube,Streaming,1668,10.1106490809651226178757406115
628810534357,QM24S1820062,QQMusic,Streaming,31,0.0083225366871415731311313085
672985382008,CAENV2037366,Amazon,Digital Music Store,2,1.3892788287741896559073751222
672985105386,CALVP2073121,Yandex,Streaming,53,0.0673063106181492468345523167
628810909476,CALVP1934369,Kuwo,Streaming,72,0.0150510271348089540842420089
672985477858,CAENV2095149,Rhapsody,Streaming,67,0.2962081111852941777946692483
672985477858,CAENV2095149,Amazon,Music Premium Service,91,1.8666511295536421551372588591
628810560851,QM24S1826608,TikTok,Streaming,120,0.1674202859979029455131986360
672985954885,CAENV2164646,Amazon,Music Premium Service,19,0.1445128190504812668845803213
,QM24S1831517,ITunes,iTunes Match,3,0.0011249276259904979283808230
628810846559,CALVP1903197,Boomplay,Streaming,67,0.0537363149190627374838017313
672985854369,CAENV2101722,Amazon,Digital Music Store,3,2.1040756062689513688391443209
628810909476,CALVP1934369,Deezer,Deezer,2705,8.5800651599194413290247713471
628810909476,CALVP1934369,Saavn,Saavn,31,0.0562682052248193526734058370
628810561599,QM24S1916116,Spotify,Spotify,43924,110.7013070566443753900382185660
628810742141,CAHQJ1951322,GooglePlay,Google Play Download Store,4,2.5523204767804254219912876860
628810561858,QM24S1913190,Rhapsody,Streaming,49,0.2107168575000334961397691277
628810561810,QM24S1919430,Kugou,Streaming,2,0.0018801721174773739311787974
672985007505,CALVP2020125,YouTube,Content ID,792,2.4899636757821827371735087348
628810560813,QM24S1906868,AWA,Awa,1336,13.5645761063038326975960096631
672985631182,,Amazon,Digital Music Store,7,4.9086723666128564545664571679
,CAENV2038021,ITunes,iTunes Match,20,0.0125623946470179208206455937
,QM24S1831517,ITunes,Apple Music,1821,8.7983949167022540788871529389
628810528974,CAGOO1942139,Xiami,Xiami,64,0.0368082078751699770082043291
,CAGOO2044001,ITunes,iTunes Store,5,1.2331641824236096192847088365
672985705159,CAHQJ2107431,QQMusic,Streaming,1,0.0012284875044950334140214433
692531033765,CAGOO2106771,Deezer,Deezer,639,3.4427541445792402224424354901
672985770416,CAHQJ2147168,Kugou,Streaming,20,0.0229821119947292829421928272
628810561599,QM24S1916116,BOOM App UMA,BOOM App UMA,52246,54.0158681701776611546542916087
628810528974,CAGOO1942139,GooglePlay,Google Play Download Store,4,2.7380248343928145858191154354
,CAHQJ1951349,ITunes,iTunes Match,93,0.0504711563020067546612009225
672985508989,CAGOO2015895,Deezer,Deezer,864,3.2974249996422034096372980192
628810560875,QM24S1904071,Tidal,Tidal,13,0.0363387354964477032307272687
,CAENV2037366,ITunes,iTunes Match,10,0.0032018929712281132775373697
692531033765,CAGOO2106771,BOOM App UMA,BOOM App UMA,182,0.2204542195004265448931539082
628810842995,CALVP1902123,KKBox,Kkbox,9655,41.4912795717263916621190786818
628810629831,CAGOO1993534,Pandora,Pandora,2,0.0086968641465985548622316348
672985545014,CAGOO2036067,Yandex,Streaming,128,0.2525904805951709928619640461
628810742141,CAHQJ1951322,AWA,Awa,220,1.8700662011508985744790089067
692531033765,CAGOO2106771,Netease,Netease,4,0.0005186103036452111583080189
672985812512,CAHQJ2173685,YouTube,Content ID,606,1.2867668054610987486816851955
672985083943,CALVP2062669,BOOM App UMA,BOOM App UMA,21129,23.6018251910369818058071322822
,CAGOO2106771,ITunes,iTunes Match,13,0.0208376440489065646459884935
672985954885,CAENV2164646,Resso,Streaming,0,0.0000000000000000000000000000
628810560851,QM24S1826608,BOOM App UMA,BOOM App UMA,7501,8.5999628138582897126934193751
672985151543,CACWV2000320,Netease,Netease,4259,2.2582697601120183554919968936
672985545014,CAGOO2036067,Pandora,Pandora,3,0.0124041105076068041527858766
672985799073,CAHQJ2165143,QQMusic,Streaming,3,0.0015594779407458449391577508
,QM24S1832184,ITunes,iTunes Match,2078,1.3465645855590938897122001144
672985581159,CAGOO2057827,KKBox,Kkbox,8,0.0290005583397396477979387058
672985383128,CAENV2038021,Kuwo,Streaming,4,0.0006085328262644244201417264
628810534425,QM24S1825227,QQMusic,Streaming,1875,1.1540648952248223601740030461
628810965274,CALVP2002252,Rhapsody,Streaming,11,0.0431852512778227841451750254
,QM24S1904071,ITunes,iTunes Store,1,0.1459333635396205971703232737
672985383128,CAENV2038021,QQMusic,Streaming,30,0.0264629895746080443977328486
628810699889,CAHQJ1930439,Amazon,Music Premium Service,153,3.3012882418991967519504586052
672985491366,CAGOO2006319,Amazon,Digital Music Store,3,2.1017137628207983163422422003
672985581159,CAGOO2057827,Kuwo,Streaming,5,0.0007543984233960776360628202
628810629831,CAGOO1993534,YouTube,Content ID,354,0.8657842435625528649963830289
672985740426,CAHQJ2128297,Deezer,Deezer,372,1.8812214487709550071035235380
628810933068,CALVP1946334,YouTube,Streaming,200,1.9337607052148075525680730922
628810560806,QM24S1832184,Saavn,Saavn,3694,4.4407707897547488110327440314
692531064653,CAGOO2122549,Tidal,Tidal,6,0.0504587947100519473415633421
672985974739,CAENV2176626,Kuwo,Streaming,14,0.0077975156159724944876829326
692531160546,CAGOO2175180,OK.ru,OK.ru,1,0.0003089203693291466017166644
,CAGOO2136880,ITunes,Apple Music,325,1.8879376157877620386024393449
628810534357,QM24S1820062,GooglePlay,Google Play Download Store,1,0.0918148076831138809941762370
692531021106,CAGOO2100165,OK.ru,OK.ru,4,0.0012723979759634034990264147
672985069411,CALVP2053160,Anghami,Streaming,16,0.0083499340201910999661676232
692531064653,CAGOO2122549,QQMusic,Streaming,22,0.0185658469399067203960445577
628810534333,QM24S1910617,VKontakte,VKontakte,4680,0.3083580781428546206925388564
628810943173,CALVP1951456,KKBox,Kkbox,22,0.1554557662157571929424420827
672985102477,CALVP2073075,BOOM App UMA,BOOM App UMA,1652,1.5407201202022021475228763284
672985105386,CALVP2073121,BOOM App UMA,BOOM App UMA,422,0.4377261094233213674273047927
628810612284,CAGOO1984027,QQMusic,Streaming,38271,19.6965803039866100207920107088
628810534401,QM24S1831517,YouTube,Streaming,249,1.3943933818384004839465220576
628810560851,QM24S1826608,YouTube,Streaming,3330,21.2686777824838099195432054045
672985491366,CAGOO2006319,Deezer,Deezer,1006,6.7229256390694923959154774469
,CALVP2073121,ITunes,iTunes Match,54,0.0382762661017864489269198160
672985093942,CALVP2068437,Line,Streaming,212,2.3776525446962163676404957350
672985007505,CALVP2020125,GooglePlay,Google Play Download Store,3,1.2514465462235496167417503958
672985631182,USLZJ1888276,Tidal,Tidal,23277,156.2661921883680900649236255094
672985183742,CACWV2018984,Saavn,Saavn,1,0.0019077868792137684791694191
628810742141,CAHQJ1951322,Tidal,Tidal,235,1.7382321364575778012450950219
628810560875,QM24S1904071,OK.ru,OK.ru,1,0.0002677093053745645054979546
672985105386,CALVP2073121,Saavn,Saavn,24,0.0358724636191385046701792972
,CAHQJ2128297,ITunes,iTunes Store,4,2.2728323712446334864604967227
672985183742,CACWV2018984,Xiami,Xiami,1,0.0001281717222471346580542097
672985598324,CAGOO2068468,YouTube,Streaming,4566,23.5766991979895117003398365689
692531160546,CAGOO2175180,Tidal,Tidal,6,0.0378588776459759397130146150
672985559677,CAGOO2044001,SoundtrackYourBrand,Streaming,83,0.1105819075124109951960557883
628810561513,QM24S1915972,Kugou,Streaming,16,0.0043671249828701465997134808
,QM24S1904071,ITunes,iTunes Match,7,0.0032085417440828166737805022
628810534425,QM24S1825227,Resso,Streaming,18,0.0183706607371522534375070961
672985954885,CAENV2164646,Pandora,Pandora,1,0.0034474990157421258216187800
628810561599,QM24S1916116,TDC Play Musik,Streaming,12,0.0821315971700866859239107622
628810534333,QM24S1910617,AWA,Awa,103,1.0051084246042550125713939978
672985799073,CAHQJ2165143,Amazon,Music Premium Service,90,0.3642365950832409930641765308
672985609693,CAGOO2074915,Resso,Streaming,5,0.0032174324338987654071783225
628810534333,QM24S1910617,GooglePlay,Google Play Music Streaming,1177,5.1260692140709296869613037823
628810933068,CALVP1946334,Anghami,Streaming,3,0.0019137180599710484566687389
628810612284,CAGOO1984027,Rhapsody,Streaming,39,0.1446915168944349977789659129
,CALVP1903197,ITunes,Apple Music,144915,800.5889842246820284514245366601
672985581159,CAGOO2057827,AWA,Awa,56,0.4806727899429573631233989361
628810561513,QM24S1915972,KKBox,Kkbox,6,0.0216210883379138470853490438
672985151543,CACWV2000320,Line,Streaming,6,0.0368558962322644730333478245
628810534401,QM24S1831517,VKontakte,VKontakte,36887,1.9706438085802629820518885646
672985453845,CAENV2080948,Xiami,Xiami,13,0.0035772239390036591410636132
628810612284,CAGOO1984027,OK.ru,OK.ru,13,0.0002171549514157655964487816
,QM24S1916116,ITunes,Apple Music,16653,50.1857908582504461333316538881
672985799073,CAHQJ2165143,Netease,Netease,47,0.0128680371789847519682557992
672985954885,CAENV2164646,VKontakte,VKontakte,23,0.0072277717160193734255161013
672985545014,CAGOO2036067,Spotify,Spotify,92864,180.5145679281312145115962992308
672985722880,CAHQJ2117718,Deezer,Deezer,19137,79.8750736004282773036057026261
692531247810,CACWV2122094,Kugou,Streaming,8,0.0054171987727740388119582058
,CALVP1903197,ITunes,iTunes Match,755,0.4402384511095415032559947297
628810842995,CALVP1902123,YouTube,Streaming,21062,151.4959587035944663440286836025
672985093942,CALVP2068437,TikTok,Streaming,46,0.0843341241886999157556372175
672985781016,CAHQJ2153230,Netease,Netease,11,0.0054547642941850862059136758
628810560806,QM24S1832184,Deezer,Deezer,178837,702.4421481211158374496879851974
