UPC,ISRC,Store,Store service,Sales/streams,Gross Royalties (USD)
,CAENV2037366,ITunes,Apple Music,5449,29.2803030325550285810672363394
628810534401,QM24S1831517,TikTok,Streaming,3,0.0046728345226874583133954142
672985861015,CAENV2106588,Resso,Streaming,48,0.0456212330707022963748950071
672985453845,CAENV2080948,MediaNet,Streaming,1,0.0023538542356864841283239973
672985105386,CALVP2073121,YouTube,Streaming,1004,6.0926098708246603515871460912
672985929517,CAENV2149514,Netease,Netease,123952,75.8629880842674604481693435363
628810612284,CAGOO1984027,Yandex,Streaming,656,1.1207045784908109383577105327
628810561599,QM24S1916116,YouTube,Content ID,550,1.1344959174868631031730704390
628810842995,CALVP1902123,Amazon,Digital Music Store,3,1.8733999034429531199110801587
628810846559,CALVP1903197,Xiami,Xiami,236,0.0706921641681411491063243540
672985102477,CALVP2073075,Kuwo,Streaming,2,0.0022459076662057685808933975
628810846559,CALVP1903197,YouTube,Content ID,140795,111.9910074016282767767444583869
672985854369,CAENV2101722,TDC Play Musik,Streaming,1,0.0061492055716105754276827372
672985007505,CALVP2020125,Spotify,Spotify,265527,584.7885936977813758958713940248
672985083943,CALVP2062669,Resso,Streaming,66,0.0344821751587051218707831672
672985382008,CAENV2037366,Kugou,Streaming,3,0.0024433618183447398292189828
628810561858,QM24S1913190,VKontakte,VKontakte,5394,0.3348201289268305792691803141
692531160546,CAGOO2175180,AWA,Awa,12,0.0936378348098540847658288530
628810561810,QM24S1919430,YouTube,Content ID,99,0.4142625845163497468320293231
628810534357,QM24S1820062,Netease,Netease,103,0.0573561092450771164011228964
628810933068,CALVP1946334,Pandora,Pandora,9,0.0406815074357073410689132615
628810842995,CALVP1902123,TDC Play Musik,Streaming,156,0.9942859487029056892267884529
672985854369,CAENV2101722,YouTube,Content ID,134,0.4914487033953016238575034058
672985007505,CALVP2020125,Amazon,Music Premium Service,133,0.9727174834346442916934897964
672985083943,CALVP2062669,Tidal,Tidal,234,1.5704945272538190480242948202
,QM24S1915972,ITunes,Apple Music,4693,26.9181745245221783191302507398
,CAHQJ2173685,ITunes,iTunes Match,2,0.0016110583434207730018475112
672985477858,CAENV2095149,OK.ru,OK.ru,38,0.0049021459457299075900803707
692531225290,CACWV2110484,Netease,Netease,27,0.0131663161679957925887176572
672985069411,CALVP2053160,TDC Play Musik,Streaming,2,0.0132807364356013660886241875
628810560851,QM24S1826608,YouTube,Content ID,498,2.3306931681914858074647427100
628810528974,CAGOO1942139,TikTok,Streaming,778,1.4698386451222995281571313612
692531193681,CAGOO2193164,Tidal,Tidal,2,0.0150984096299426046370516764
628810561513,QM24S1915972,Tidal,Tidal,40,0.2834452361201910454546921300
628810561599,QM24S1916116,Resso,Streaming,10,0.0075326164706274660611685822
672985370258,CAENV2030178,GooglePlay,Google Play Music Streaming,1,0.0011132656799371266126940840
672985854369,CAENV2101722,Amazon,Music Premium Service,44,0.5527166048726690822123389677
,CAGOO1993534,ITunes,Apple Music,3060,18.4293845874898293223040981852
628810560806,QM24S1832184,Resso,Streaming,1297,1.0850343978470035703099906245
672985954885,CAENV2139579,Pandora,Pandora,4,0.0121102269897982665288262470
672985954885,CAENV2139579,Amazon,Music Premium Service,3,0.0228017966375128757430626807
628810561599,QM24S1916116,Kuwo,Streaming,1,0.0001521332065661061050354316
672985105386,CALVP2073121,TDC Play Musik,Streaming,1,0.0065766329061983115012460567
,CAGOO2122549,ITunes,iTunes Match,7,0.0066215234869908762610752245
,CAGOO1942139,ITunes,Apple Music,73793,435.8248100917601562186948629161
672985383128,CAENV2038021,Spotify,Spotify,105486,249.6077371055784398760312819451
672985861015,CAENV2106588,Netease,Netease,107,0.0966192407133980034322959516
,CALVP2073075,ITunes,iTunes Store,8,5.0547637040356040316087103253
628810560851,QM24S1826608,Anghami,Streaming,10,0.0107369815489494546788451435
672985151543,CACWV2000320,MediaNet,Streaming,19,0.0397802139561449465133390920
672985702912,CAHQJ2106266,YouTube,Streaming,78,0.4457427407096056589823216123
672985559677,CAGOO2044001,Rhapsody,Streaming,1,0.0044341682608792798679213362
628810534357,QM24S1820062,IHeartRadio,IHeartRadio,1,0.0141840011040545361278411828
672985637429,CAGOO2091608,Amazon,Music Premium Service,122,1.3109006776581813367681813181
672985261242,CACWV2063398,QQMusic,Streaming,289,0.1850377747116782338879716914
672985007505,CALVP2020125,Netease,Netease,987,0.3207567625258846374575949896
692531021106,CAGOO2100165,Spotify,Spotify,85709,218.4885842720503775142899830637
672985491366,CAGOO2006319,AWA,Awa,31,0.2632186864965995091094545814
692531225290,CACWV2110484,VKontakte,VKontakte,89,0.0274939194697948984273546582
628810560806,QM24S1832184,Amazon,Digital Music Store,53,36.2009884744412376927853323347
,CAENV2101722,ITunes,Apple Music,1257,7.2842338481877077094954310563
672985799073,CAHQJ2165143,Tidal,Tidal,3,0.0197803596361744571851820369
672985770416,CAHQJ2147168,BOOM App UMA,BOOM App UMA,1263,1.5658104195491322914036816339
672985598324,CAGOO2068468,Saavn,Saavn,1,0.0016992919861285480304045284
672985770416,CAHQJ2147168,Line,Streaming,3,0.0281421801351016825382364497
,CAENV2176626,ITunes,iTunes Store,9,5.9973088139417131203510904948
628810477371,CAGOO1916989,VKontakte,VKontakte,294,0.0167030953420593009967586943
692531160546,CAGOO2175180,TikTok,Streaming,1,0.0020603687550620824406478988
672985545014,CAGOO2036067,Saavn,Saavn,3,0.0045104477883465682847990808
672985854369,CAENV2101722,Spotify,Spotify,93458,276.2155237996723874009097456773
628810842995,CALVP1902123,GooglePlay,Google Play Download Store,3,2.6103258643714039154943716509
672985382008,CAENV2037366,BOOM App UMA,BOOM App UMA,488,0.6091458633315497506281573186
672985637429,CAGOO2091608,Yandex,Streaming,109,0.1210393071609706633898231995
628810842995,CALVP1902123,Resso,Streaming,31,0.0208891230984835944914097426
628810699889,CAHQJ1930439,Saavn,Saavn,2,0.0028442556735772193094913568
672985678217,CAHQJ2016754,Saavn,Saavn,1,0.0018670669903294532084558528
672985069411,CALVP2053160,YouTube,Content ID,620,0.9808721991751870855373575404
628810560813,QM24S1906868,TDC Play Musik,Streaming,40,0.2824054523425243493269628721
672985799073,CAHQJ2165143,VKontakte,VKontakte,273,0.0787625864916091418458739183
672985069411,CALVP2053160,YouTube,Streaming,644,4.5392967977894030638186077856
672985581159,CAGOO2057827,Yandex,Streaming,11,0.0201237524595526228987637657
628810560875,QM24S1904071,GooglePlay,Google Play Music Streaming,64,0.2527413101987740319851963641
,CAHQJ1951349,ITunes,Apple Music,14491,87.2985949998491841638415748197
672985559677,CAGOO2044001,Tidal,Tidal,18,0.0868950497712372312206414199
628810561858,QM24S1913190,IMusica,Streaming,1,0.0557582283690575883098057795
672985954885,CAENV2164647,OK.ru,OK.ru,1,0.0003137937391352496183519262
628810742264,CAHQJ1951349,KKBox,Kkbox,9,0.0539386635558945292460839559
672985631182,USLZJ1888276,Kuwo,Streaming,136310,63.8720923581786602168335790419
,CACWV2138839,ITunes,Apple Music,67,0.4156502574678877004609631256
672985069411,CALVP2053160,Yandex,Streaming,2664,3.8722050979961424873608630944
672985702912,CAHQJ2106266,Pandora,Pandora,11,0.0560791044531754308519641590
672985020382,CALVP2025588,AWA,Awa,1,0.0037082352082064932337167885
628810842995,CALVP1902123,Yandex,Streaming,373,0.6020063016106007951383989301
,CAHQJ2106266,ITunes,iTunes Match,6,0.0039525860751394661786034308
672985261242,CACWV2063398,SoundtrackYourBrand,Streaming,5,0.0047684747489169729648608248
628810560851,QM24S1826608,OK.ru,OK.ru,4,0.0000256960738392854646592028
672985912496,CAENV2139579,Deezer,Deezer,20,0.0716044174727243642760640738
,QM24S1831517,ITunes,iTunes Store,6,3.9729867027665970655981321267
628810943173,CALVP1951456,Resso,Streaming,186,0.1457712485029871384281897585
672985261242,CACWV2063398,Amazon,Music Premium Service,476,7.2330744584782532204329584732
672985631182,USLZJ1888276,Amazon,Digital Music Store,26,18.1550459772065601830596064071
672985083943,CALVP2062669,Yandex,Streaming,17799,25.5260858501420153997906784472
672985020382,CALVP2025588,YouTube,Streaming,3511,24.4127044419470796115713071257
672985722880,CAHQJ2117718,YouTube,Content ID,89031,41.9134537617512456473353153280
,CAGOO1916989,ITunes,iTunes Match,69,0.0378566094480841038973107997
628810561544,QM24S1920887,IMusica,Streaming,1,0.0038051944005542544932316710
672985382008,CAENV2037366,Tidal,Tidal,29,0.1154600222896935494176840795
672985598324,CAGOO2068468,Xiami,Xiami,1,0.0001281717222471346580542097
628810699889,CAHQJ1930439,Pandora,Pandora,8,0.0100991344327446183815897533
628810965274,CALVP2002252,Boomplay,Streaming,48,0.0545635208247669618839715141
628810561858,QM24S1913190,BOOM App UMA,BOOM App UMA,2101,2.4417598306902777300682025855
672985102477,CALVP2073075,MediaNet,Streaming,57,0.1285399216655412473304508087
,CAHQJ2153230,ITunes,iTunes Store,7,4.8507725489315030442410638606
672985609693,CAGOO2074915,YouTube,Streaming,3000,19.0911357345904274279950926194
672985581159,CAGOO2057827,Anghami,Streaming,13,0.0353727790749129927433618425
692531089960,CAGOO2136880,Spotify,Spotify,50692,122.4353516968231613874196613643
672985974739,CAENV2176626,Kugou,Streaming,10,0.0034459446684909682464899398
692531089960,CAGOO2136880,Resso,Streaming,20,0.0233168044631934770364121867
628810561513,QM24S1915972,Saavn,Saavn,302,0.4277511841134983912968851694
628810528974,CAGOO1942139,Kugou,Streaming,759,0.1704337886435958252706675609
672985559677,CAGOO2044001,Spotify,Spotify,160486,337.8425693018628070273171134603
672985854369,CAENV2101722,VKontakte,VKontakte,251,0.0709465394163591277652694609
628810842995,CALVP1902123,Tidal,Tidal,328,2.0642278649702642530849359110
672985397491,CAENV2043858,MediaNet,Streaming,5,0.0121195493590111870709753716
672985093942,CALVP2068437,Spotify,Spotify,38586,113.6151204489092737801144356579
628810842995,CALVP1902123,Spotify,Spotify,500470,1360.1121416679168954963366085741
628810560875,QM24S1904071,YouTube,Streaming,21,0.1363820631326494328737027943
628810846559,CALVP1903197,OK.ru,OK.ru,1403,0.1856172991332783121655693561
672985383128,CAENV2038021,Xiami,Xiami,27,0.0402627203937594288222180565
692531021106,CAGOO2100165,Tidal,Tidal,42,0.1952618339710034049308450493
672985781016,CAHQJ2153230,YouTube,Streaming,4618,30.0147563735035795968868575449
672985183742,CACWV2018984,Kuwo,Streaming,94,0.0262128576879837891862786291
672985508989,CAGOO2015895,Resso,Streaming,32,0.0383696918911107041033849918
628810561544,QM24S1920887,GooglePlay,Google Play Music Streaming,18,0.0995109625940206384178741776
672985083943,CALVP2062669,Line,Streaming,25,0.1252498047176391079369560826
628810742141,CAHQJ1951322,GooglePlay,Google Play Locker,104,0.0241534729150720821387733043
672985102477,CALVP2073075,Pandora,Pandora,141,0.4292597796933096429420453206
692531021106,CAGOO2100165,Netease,Netease,21,0.0058176527376932051265917542
628810965274,CALVP2002252,Spotify,Spotify,120550,361.7533878126561263914895917922
672985954885,CAENV2164647,YouTube,Streaming,6,0.0297574299256787841872320352
,CAHQJ1951322,ITunes,iTunes Match,54,0.0317595941995154983669661029
672985083943,CALVP2062669,Saavn,Saavn,3424,4.4096653586281066536361193702
672985678217,CAHQJ2016754,TikTok,Streaming,6,0.0086443392779425424417537697
672985102477,CALVP2073075,OK.ru,OK.ru,3,0.0000426023261292457519589144
672985974739,CAENV2176626,Tidal,Tidal,17,0.0699527398985709205491723531
672985020382,CALVP2025588,GooglePlay,Google Play Locker,325,0.0417614628612226511567519209
628810560806,QM24S1832184,QQMusic,Streaming,786,0.6829706904784392170550007394
672985912496,CAENV2139579,BOOM App UMA,BOOM App UMA,1,0.0013531754958767302078865046
628810560813,QM24S1906868,GooglePlay,Google Play Music Streaming,252,1.1087489582086271426958012404
692531064653,CAGOO2122549,Deezer,Deezer,149,0.6024794283933641282473670800
628810612284,CAGOO1984027,Anghami,Streaming,9,0.0166892518371527711164705688
628810965274,CALVP2002252,Netease,Netease,657,0.3178842446859566490481408749
628810846559,CALVP1903197,YouTube,Streaming,193491,1088.5562618601872361336852313350
,CAGOO2068468,ITunes,iTunes Match,16,0.0013326902237848441182544021
672985370258,,Amazon,Digital Music Store,1,0.6990518163639860120275651929
628810528974,CAGOO1942139,TDC Play Musik,Streaming,46,0.3184557649445010034709886334
628810965274,CALVP2002252,OK.ru,OK.ru,4,0.0003474757098781818344038602
628810560806,QM24S1832184,BOOM App UMA,BOOM App UMA,162784,188.3958550608325023333946227824
628810534333,QM24S1910617,Boomplay,Streaming,1,0.0002955817517213288493517675
672985397491,CAENV2043858,YouTube,Streaming,3506,25.2310172203036420282600297690
628810933068,CALVP1946334,Kuwo,Streaming,59,0.0193414928619993813696317417
672985598324,CAGOO2068468,Yandex,Streaming,361,0.4153140553109400877537545419
,QM24S1825227,ITunes,Apple Music,4211,24.8808576231778486233567811015
672985397491,CAENV2043858,Amazon,Digital Music Store,1,0.7274177270980720113916325746
672985093942,CALVP2068437,VKontakte,VKontakte,335,0.0392895591206793480746170803
628810534333,QM24S1910617,GooglePlay,Google Play Locker,101,0.0203400277795340126772714971
628810477371,CAGOO1916989,TikTok,Streaming,5,0.0101092243904572773775524111
,CAHQJ2117718,ITunes,iTunes Store,78,40.0804850490311557225708746817
,QM24S1920887,ITunes,iTunes Store,2,1.4000000000000000000000000000
672985105386,CALVP2073121,YouTube,Content ID,418,1.2238269848592883810309178625
628810933068,CALVP1946334,Xiami,Xiami,6,0.0007745311200907399631832604
628810561544,QM24S1920887,Netease,Netease,37,0.0172432830191530415683702046
672985545014,CAGOO2036067,QQMusic,Streaming,87,0.0695508605667775852553764874
672985850156,CAHQJ2197917,Spotify,Spotify,71459,171.6800840808583008728811805399
692531160546,CAGOO2175180,YouTube,Content ID,143,0.1829787155369313665425640545
692531021106,CAGOO2100165,Amazon,Music Premium Service,60,1.3955467940140688227616713241
672985545014,CAGOO2036067,YouTube,Streaming,512,3.5705912318872472058738140391
628810534401,QM24S1831517,Amazon,Digital Music Store,1,0.6369926999371620520856768268
,CAHQJ2184062,ITunes,Apple Music,5956,36.4268524316796699920529463161
672985705159,CAHQJ2107431,OK.ru,OK.ru,130,0.0391177263859589812206291174
672985397491,CAENV2043858,Yandex,Streaming,3282,4.7852792990316263333283407403
672985007505,CALVP2020125,TikTok,Streaming,30,0.0386950811892734944720808144
,CAGOO2006319,ITunes,Apple Music,4545,24.6472801419383777084558122296
,CACWV2018984,ITunes,iTunes Match,63,0.0095884230863999899239556338
672985812512,CAHQJ2173685,Boomplay,Streaming,1,0.0002901701527389495853717059
628810560806,,Amazon,Digital Music Store,17,11.7786386663091808764055213650
672985382008,CAENV2037366,KKBox,Kkbox,4,0.0142820087915738368052240604
692531080790,CAGOO2132230,Pandora,Pandora,23,0.0712134769036227530419238006
672985151543,CACWV2000320,Resso,Streaming,19,0.0130847469865540587124211440
672985740426,CAHQJ2128297,Resso,Streaming,69,0.0762080630964896122529879248
628810699889,CAHQJ1930439,MediaNet,Streaming,38,0.0825355454517313937432344879
672985102477,CALVP2073075,TikTok,Streaming,8,0.0098617069192664751115776474
672985631182,USLZJ1888276,YouTube,Streaming,1184811,5211.1376017851919038788096990680
672985397491,CAENV2043858,BOOM App UMA,BOOM App UMA,7279,8.7382799394849076990256554052
628810742141,CAHQJ1951322,TikTok,Streaming,23,0.0475905295618662218073126782
672985093942,CALVP2068437,TDC Play Musik,Streaming,2,0.0142454218722192222470869945
672985261242,CACWV2063398,VKontakte,VKontakte,100367,12.6320867135722768779442654643
628810842995,CALVP1902123,Netease,Netease,5929,3.3574180851794580365377820978
672985491366,CAGOO2006319,Xiami,Xiami,28,0.0170875884907533755777994117
672985850156,CAHQJ2197917,YouTube,Streaming,139,1.4997139334199995338980802503
672985183742,CACWV2018984,Spotify,Spotify,67497,152.7487238697442376164277180593
692531064653,CAGOO2122549,Spotify,Spotify,81929,221.4864145048005706536148311735
628810534357,QM24S1820062,Deezer,Deezer,74,0.5065581447580289223932746109
672985912496,CAENV2139579,YouTube,Streaming,7,0.0225940422849487060099188824
672985007505,CALVP2020125,Rhapsody,Streaming,10,0.4428908599886702637530464662
628810560875,QM24S1904071,Xiami,Xiami,1,0.0001386416624969231006776436
672985397491,CAENV2043858,YouTube,Content ID,1245,1.3047714068866952052311479374
,CAENV2149514,ITunes,iTunes Match,24,0.0206352289159817476136888708
628810561858,QM24S1913190,Resso,Streaming,17,0.0173294706364593793643581524
628810612284,CAGOO1984027,YouTube,Content ID,3162,6.9619676280226519483120326039
672985183742,CACWV2018984,BOOM App UMA,BOOM App UMA,8634,8.9623141093547702376718221101
,CACWV2000320,ITunes,iTunes Match,13,0.0025686336080646256011019228
,CAENV2119873,ITunes,iTunes Store,3,2.2284564341085271317829457364
628810846559,CALVP1903197,QQMusic,Streaming,160089,109.3457542334798761384502136782
672985261242,CACWV2063398,GooglePlay,Google Play Download Store,2,1.1026327537655581589715542096
628810842995,CALVP1902123,Rhapsody,Streaming,67,0.2908477618477843404210461984
672985581159,CAGOO2057827,Spotify,Spotify,131682,323.3096216370605148447789523492
672985020382,CALVP2025588,Rhapsody,Streaming,1,0.0038910569519598043705726807
628810534357,QM24S1820062,GooglePlay,Google Play Locker,7,0.0007672513311498881571469778
672985954885,CAHQJ2165143,VKontakte,VKontakte,33,0.0103545422399307952136861120
,CALVP1934369,ITunes,Apple Music,14450,81.7433467486340012397717183706
,QM24S1906868,ITunes,iTunes Store,8,5.8070344000362324218518140046
628810943173,CALVP1951456,BOOM App UMA,BOOM App UMA,3042,3.8258646358741570524370043220
672985631182,USLZJ1888276,Netease,Netease,7820904,4062.6069283774163430952415203049
672985477858,CAENV2095149,YouTube,Streaming,4076,28.1632751134535731630124239951
672985781016,CAHQJ2153230,Deezer,Deezer,245,0.7576402126759562467104981684
672985020382,CALVP2025588,Xiami,Xiami,7,0.0009718104373961882999654939
672985083943,CALVP2062669,AWA,Awa,2,0.0172543755570903000133358249
,QM24S1913190,ITunes,Apple Music,5346,33.0186152757888138101817710915
628810560813,QM24S1906868,Spotify,Spotify,56878,159.2919809671274067584635382884
,CAGOO1984027,ITunes,Apple Music,17289,103.1416825510712020979152517067
,QM24S1825227,ITunes,iTunes Match,8,0.0069847388581263081301011382
672985545014,CAGOO2036067,Resso,Streaming,28,0.0334531691795644454402830954
628810742264,CAHQJ1951349,Rhapsody,Streaming,19,0.1243542090547991947563268288
672985609693,CAGOO2074915,AWA,Awa,4,0.0192961995193412869538655602
672985702912,CAHQJ2106266,KKBox,Kkbox,1,0.0034874566993383665165859745
628810561858,QM24S1913190,Xiami,Xiami,6,0.0024026392626142465814086235
692531225290,CACWV2110484,Amazon,Digital Music Store,1,0.6779149530486693260576022841
,CAENV2176626,ITunes,Apple Music,3241,19.2390888889272265989611091620
672985151543,CACWV2000320,BOOM App UMA,BOOM App UMA,1517,1.5820979111844390255931127869
672985382947,CAENV2037872,Yandex,Streaming,1856,2.5802416265947121298639569055
672985829381,CAHQJ2184062,Rhapsody,Streaming,15,0.1236697172747066176712202858
628810534425,QM24S1825227,BOOM App UMA,BOOM App UMA,122,0.1541861870789336067463324670
672985383128,CAENV2038021,TikTok,Streaming,3,0.0038261638970331967993886524
692531193681,CAGOO2193164,VKontakte,VKontakte,108,0.0333066159128913061712289934
628810561599,QM24S1916116,Tidal,Tidal,193,1.6714638070265556597031763313
692531149893,CAGOO2169181,Kuwo,Streaming,5,0.0043111192193190059065760526
628810846559,CALVP1903197,Rhapsody,Streaming,616,2.9760564426004234885077162032
,CAGOO1916989,ITunes,Apple Music,3437,19.7131927600561603661500820744
628810846559,CALVP1903197,Kuwo,Streaming,1955,0.8452496502466881210339521129
628810561858,QM24S1913190,Spotify,Spotify,34765,102.0856872592196472459667022050
672985678217,CAHQJ2016754,Deezer,Deezer,100,0.4955340728259452835340297221
672985151543,CACWV2000320,Tidal,Tidal,114,0.7356876731814408142686718321
672985781016,CAHQJ2153230,Amazon,Music Premium Service,61,1.7006312929941517985692634373
672985453845,CAENV2080948,Kugou,Streaming,4,0.0047030501966322299795044798
628810699889,CAHQJ1930439,GooglePlay,Google Play Music Streaming,283,1.4952783828576320110840814857
672985854369,CAENV2101722,BOOM App UMA,BOOM App UMA,32,0.0292256544990606968204454408
628810528974,CAGOO1942139,Saavn,Saavn,3651,5.6638003513740119692881735144
672985829381,CAHQJ2184062,VKontakte,VKontakte,1294,0.3718246010271175707165928344
672985453845,CAENV2080948,QQMusic,Streaming,29,0.0230388265890060742785836504
628810909476,CALVP1934369,GooglePlay,Google Play Locker,72,0.0171187658270582081010581691
672985083943,CALVP2062669,OK.ru,OK.ru,341,0.0217447531489933107217792338
628810561810,QM24S1919430,MediaNet,Streaming,10,0.0206545703705583532276552897
692531225290,CACWV2110484,Pandora,Pandora,5,0.0172375022224335823359627852
692531033765,CAGOO2106771,Resso,Streaming,46,0.0519375158766623461686377099
628810528974,CAGOO1942139,Spotify,Spotify,439383,1050.1524012598375897397863461096
672985770416,CAHQJ2147168,Amazon,Music Premium Service,395,3.9548059603982111168112665418
672985631182,USLZJ1888276,Kugou,Streaming,13858434,5313.6028271434493541850757638549
672985678217,CAHQJ2016754,QQMusic,Streaming,15,0.0133507527217850424802989664
628810534333,QM24S1910617,Saavn,Saavn,48,0.0746900483903765629048158484
,CAGOO2006319,ITunes,iTunes Match,55,0.0367398949403808029155322069
,CAGOO1984027,ITunes,iTunes Match,182,0.0804021607577440355672778382
,CACWV2110484,ITunes,iTunes Store,4,2.8021297342716547347229296128
692531193681,CAGOO2193164,Amazon,Music Premium Service,38,0.5726882128801400043416789134
628810534333,QM24S1910617,Yandex,Streaming,156,0.2492180887754798300264506108
628810933068,CALVP1946334,YouTube,Content ID,123,0.2603736086900063209879971279
628810846559,CALVP1903197,KKBox,Kkbox,69,0.3054018875306539661215562512
672985770416,CAHQJ2147168,Saavn,Saavn,31,0.0516532479997350989860067201
628810561858,QM24S1913190,Saavn,Saavn,43,0.0532975787891162039809125993
672985740426,CAHQJ2128297,Kuwo,Streaming,6,0.0026960877566742543935636930
672985722880,CAHQJ2117718,Boomplay,Streaming,158,0.0605857310645110715749329744
,CAENV2106588,ITunes,iTunes Store,4,2.8800794484342968361548872220
628810534357,QM24S1820062,Kuwo,Streaming,3,0.0004563997457952337679328014
672985812512,CAHQJ2173685,Netease,Netease,58,0.0551986372701044944683486845
628810742141,CAHQJ1951322,Amazon,Digital Music Store,2,1.3951490038305834053066937010
692531021106,CAGOO2100165,Deezer,Deezer,67,0.3308664074481858971196967439
628810742141,CAHQJ1951322,Rhapsody,Streaming,5,0.0212731069529612122937406297
692531089960,CAGOO2136880,YouTube,Streaming,2,0.0243275165071400998175019818
628810629831,CAGOO1993534,Yandex,Streaming,284,0.4814299471050770464514418173
628810943173,CALVP1951456,QQMusic,Streaming,1337,0.9571126999417767290494948949
672985854369,CAENV2101722,Netease,Netease,49303,28.5140612556322056571472804134
672985954885,CAENV2164647,Spotify,Spotify,59569,151.6472547473597467354208987096
672985882980,CAENV2119873,Pandora,Pandora,4,0.0137899968155496215557968998
,CAHQJ1930439,ITunes,iTunes Match,132,0.0189969041470828672982307246
628810846559,CALVP1903197,GooglePlay,Google Play Download Store,10,6.3158054264223372482056723444
692531139849,CAGOO2163741,YouTube,Content ID,29,0.0461202839748421694127277905
628810629831,CAGOO1993534,BOOM App UMA,BOOM App UMA,5178,6.3667232886725809768222854531
672985382947,,Amazon,Digital Music Store,1,0.7274177270980720113916325746
628810561544,QM24S1920887,TikTok,Streaming,1,0.0022683688123626819137694730
628810534333,QM24S1910617,Netease,Netease,3799,1.5046569582847257721715389241
628810534401,QM24S1831517,Kuwo,Streaming,4,0.0051302957605505273381185770
672985705159,CAHQJ2107431,Netease,Netease,7,0.0009049899063041363193296288
672985559677,CAGOO2044001,TikTok,Streaming,227,0.2969987121571162694142494582
672985740426,CAHQJ2128297,Spotify,Spotify,138714,325.8529913950840339979029898560
672985882980,CAENV2119873,VKontakte,VKontakte,1245,0.3870075018420297510162622144
692531033765,CAGOO2106771,Amazon,Music Premium Service,640,5.9855796004614181917139583859
672985508989,CAGOO2015895,BOOM App UMA,BOOM App UMA,3422,3.8848639189650365125175823667
672985083943,CALVP2062669,GooglePlay,Google Play Locker,16,0.0020832997019371089547571866
,CALVP2073075,ITunes,Apple Music,3070,15.1901179670997770216528699222
672985637429,CAGOO2091608,OK.ru,OK.ru,1,0.0002548692125987515538448775
672985183742,CACWV2018984,Amazon,Digital Music Store,1,0.7039826517681680903003172872
628810629831,CAGOO1993534,GooglePlay,Google Play Locker,5,0.0006530515035079827867536596
628810842995,CALVP1902123,MediaNet,Streaming,1,0.0021186148889245834498912404
628810846559,CALVP1903197,Deezer,Deezer,81510,333.2330639862346022367769727064
672985491366,CAGOO2006319,Anghami,Streaming,1,0.0003141974554387420079488509
,CAHQJ2128297,ITunes,Apple Music,1600,7.2444537477657456017679626163
628810943173,CALVP1951456,Saavn,Saavn,48,0.0621293759108527490892562202
,QM24S1919430,ITunes,iTunes Match,16,0.0072218986793195310042839218
672985020382,CALVP2025588,TDC Play Musik,Streaming,1,0.0067022929819296679297663399
628810742264,CAHQJ1951349,OK.ru,OK.ru,257,0.0270286125862098412625074601
628810477371,CAGOO1916989,IMusica,Streaming,1,0.0040703585308174600723298040
672985545014,CAGOO2036067,Xiami,Xiami,1,0.0018703013813036929352457552
672985007505,CALVP2020125,Resso,Streaming,33,0.0357969641912304877864817463
628810534401,QM24S1831517,Resso,Streaming,36,0.0449027020576416524589409165
628810933068,CALVP1946334,Tidal,Tidal,14,0.0713021509565565811625632086
672985740426,CAHQJ2128297,TikTok,Streaming,12,0.0198287119603474620113655222
672985382947,CAENV2037872,VKontakte,VKontakte,2292,0.2078746208434003595184810794
628810742264,CAHQJ1951349,TikTok,Streaming,54,0.0984085830554317932783338662
,CAGOO2036067,ITunes,iTunes Store,3,2.1000000000000000000000000000
672985581159,CAGOO2057827,Tidal,Tidal,17,0.1255365646131483564929941111
692531064653,CAGOO2122549,YouTube,Streaming,77,0.7743143376027100931506193103
672985102477,CALVP2073075,Xiami,Xiami,24,0.0392269487353049559351332359
,CALVP2020125,ITunes,Apple Music,6245,32.1686842650053741337575348170
,CAENV2037366,ITunes,iTunes Store,6,3.8584894581991886274450257944
628810846559,CALVP1903197,Resso,Streaming,322,0.1372966411036681621904577711
672985491366,CAGOO2006319,YouTube,Content ID,288,0.7836040852580930160593437914
628810534333,QM24S1910617,QQMusic,Streaming,714,0.4037593330522533928443980747
,CAGOO2057827,ITunes,iTunes Store,3,2.0376981642104741061298382447
628810742141,CAHQJ1951322,Anghami,Streaming,66,0.0943909978870452059102072801
628810612284,,Amazon,Digital Music Store,3,1.9728215092274592791538395922
672985722880,CAHQJ2117718,Amazon,Digital Music Store,5,3.5348080898150720795126923583
672985954885,CAENV2164646,Yandex,Streaming,11,0.0204654766460305293091568180
672985069411,CALVP2053160,Deezer,Deezer,292,1.0512645786339423677399971762
,CALVP1902123,ITunes,iTunes Match,360,0.2087085124208649899345208726
672985508989,CAGOO2015895,Pandora,Pandora,1,0.0053503130585207831270091622
672985083943,CALVP2062669,Amazon,Digital Music Store,2,1.3324967046847626617666194061
672985151543,CACWV2000320,VKontakte,VKontakte,3344,0.3106034636154746399129898808
672985854369,CAENV2101722,Line,Streaming,16,0.0924304723558219834425122139
672985453845,CAENV2080948,Boomplay,Streaming,9,0.0045217885102825760291766809
628810742264,CAHQJ1951349,Kuwo,Streaming,6,0.0031705470113142846636051731
,CALVP2062669,ITunes,iTunes Match,192,0.1323968674741352766346817705
672985007505,CALVP2020125,Yandex,Streaming,198,0.2866384762315908508400438909
672985007505,CALVP2020125,GooglePlay,Google Play Locker,77,0.0166486215483509708317576207
628810528974,CAGOO1942139,Netease,Netease,251285,107.9728940276989854351730993133
